Key,File,Type,UsedInMainMenu,NoTranslate,english
perkBrawlerRank40LongDesc,progression,Perk,,,"Prizefighter X. Knuckles & fists: block damage +79%, entity damage +40%. Stamina use: primary -20.1%, secondary -40.0%. Weapons degrade 40% slower per hit (if durability is enabled). Flurry of Fortitude: +20.7% attack speed. Find chance: knuckles +8.4%. Bar Brawling books +8.4% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +84%, dismember +41%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +32.0 Stamina after 1.0s."
perkBrawlerRank41Desc,progression,Perk,,,Brawler I
perkBrawlerRank41LongDesc,progression,Perk,,,"Brawler I. Knuckles & fists: block damage +81%, entity damage +41%. Stamina use: primary -20.6%, secondary -41.0%. Weapons degrade 41% slower per hit (if durability is enabled). Flurry of Fortitude: +21.1% attack speed. Find chance: knuckles +8.6%. Bar Brawling books +8.6% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +86%, dismember +42%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +12.3 Stamina after 1.0s."
perkBrawlerRank42Desc,progression,Perk,,,Brawler II
perkBrawlerRank42LongDesc,progression,Perk,,,"Brawler II. Knuckles & fists: block damage +83%, entity damage +42%. Stamina use: primary -21.1%, secondary -42.0%. Weapons degrade 42% slower per hit (if durability is enabled). Flurry of Fortitude: +21.5% attack speed. Find chance: knuckles +8.8%. Bar Brawling books +8.8% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +88%, dismember +42%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +12.6 Stamina after 1.0s."
perkBrawlerRank43Desc,progression,Perk,,,Brawler III
perkBrawlerRank43LongDesc,progression,Perk,,,"Brawler III. Knuckles & fists: block damage +85%, entity damage +43%. Stamina use: primary -21.6%, secondary -43.0%. Weapons degrade 43% slower per hit (if durability is enabled). Flurry of Fortitude: +21.9% attack speed. Find chance: knuckles +8.9%. Bar Brawling books +8.9% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +90%, dismember +43%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +12.9 Stamina after 1.0s."
perkBrawlerRank44Desc,progression,Perk,,,Brawler IV
perkBrawlerRank44LongDesc,progression,Perk,,,"Brawler IV. Knuckles & fists: block damage +87%, entity damage +44%. Stamina use: primary -22.1%, secondary -44.0%. Weapons degrade 44% slower per hit (if durability is enabled). Flurry of Fortitude: +22.3% attack speed. Find chance: knuckles +9.1%. Bar Brawling books +9.1% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +92%, dismember +44%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +13.2 Stamina after 1.0s."
perkBrawlerRank45Desc,progression,Perk,,,Brawler V
perkBrawlerRank45LongDesc,progression,Perk,,,"Brawler V. Knuckles & fists: block damage +89%, entity damage +45%. Stamina use: primary -22.6%, secondary -45.0%. Weapons degrade 45% slower per hit (if durability is enabled). Flurry of Fortitude: +22.7% attack speed. Find chance: knuckles +9.3%. Bar Brawling books +9.3% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +94%, dismember +45%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +13.5 Stamina after 1.0s."
perkBrawlerRank46Desc,progression,Perk,,,Brawler VI
perkBrawlerRank46LongDesc,progression,Perk,,,"Brawler VI. Knuckles & fists: block damage +91%, entity damage +46%. Stamina use: primary -23.0%, secondary -46.0%. Weapons degrade 46% slower per hit (if durability is enabled). Flurry of Fortitude: +23.1% attack speed. Find chance: knuckles +9.5%. Bar Brawling books +9.5% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +96%, dismember +45%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +13.8 Stamina after 1.0s."
perkBrawlerRank47Desc,progression,Perk,,,Brawler VII
perkBrawlerRank47LongDesc,progression,Perk,,,"Brawler VII. Knuckles & fists: block damage +93%, entity damage +47%. Stamina use: primary -23.5%, secondary -47.0%. Weapons degrade 47% slower per hit (if durability is enabled). Flurry of Fortitude: +23.5% attack speed. Find chance: knuckles +9.6%. Bar Brawling books +9.6% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +98%, dismember +45%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +14.1 Stamina after 1.0s."
perkBrawlerRank48Desc,progression,Perk,,,Brawler VIII
perkBrawlerRank48LongDesc,progression,Perk,,,"Brawler VIII. Knuckles & fists: block damage +95%, entity damage +48%. Stamina use: primary -24.0%, secondary -48.0%. Weapons degrade 48% slower per hit (if durability is enabled). Flurry of Fortitude: +23.9% attack speed. Find chance: knuckles +9.8%. Bar Brawling books +9.8% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +100%, dismember +45%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +14.4 Stamina after 1.0s."
perkBrawlerRank49Desc,progression,Perk,,,Brawler IX
perkBrawlerRank49LongDesc,progression,Perk,,,"Brawler IX. Knuckles & fists: block damage +97%, entity damage +49%. Stamina use: primary -24.5%, secondary -49.0%. Weapons degrade 49.5% slower per hit (if durability is enabled). Flurry of Fortitude: +24.3% attack speed. Find chance: knuckles +10.0%. Bar Brawling books +10.0% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +100%, dismember +45%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +14.7 Stamina after 1.0s."
perkBrawlerRank50Desc,progression,Perk,,,Brawler X
perkBrawlerRank50LongDesc,progression,Perk,,,"Brawler X. Knuckles & fists: block damage +100%, entity damage +50%. Stamina use: primary -25.0%, secondary -50.0%. Weapons degrade 50% slower per hit (if durability is enabled). Flurry of Fortitude: +25.0% attack speed. Find chance: knuckles +10.0%. Bar Brawling books +10.0% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +100%, dismember +45%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +45.0 Stamina after 1.0s."
perkDeadEyeRank1Desc,progression,Perk,,,Pot Shot I
perkDeadEyeRank1LongDesc,progression,Perk,,,"Pot Shot I. Rifles deal 1% more damage, aim 1.0% faster, reload +1.0%, and weapons degrade 1% slower per shot (if durability is enabled).\nSniper books: +2.0% Find chance until complete."
perkDeadEyeRank2Desc,progression,Perk,,,Pot Shot II
perkDeadEyeRank2LongDesc,progression,Perk,,,"Pot Shot II. Rifles deal 2% more damage, aim 2.2% faster, reload +1.6%, and weapons degrade 2% slower per shot (if durability is enabled).\nSniper books: +2.2% Find chance until complete."
perkDeadEyeRank3Desc,progression,Perk,,,Pot Shot III
perkDeadEyeRank3LongDesc,progression,Perk,,,"Pot Shot III. Rifles deal 3% more damage, aim 3.4% faster, reload +2.2%, and weapons degrade 3% slower per shot (if durability is enabled).\nSniper books: +2.3% Find chance until complete."
perkDeadEyeRank4Desc,progression,Perk,,,Pot Shot IV
perkDeadEyeRank4LongDesc,progression,Perk,,,"Pot Shot IV. Rifles deal 4% more damage, aim 4.6% faster, reload +2.8%, and weapons degrade 4% slower per shot (if durability is enabled).\nSniper books: +2.5% Find chance until complete."
perkDeadEyeRank5Desc,progression,Perk,,,Pot Shot V
perkDeadEyeRank5LongDesc,progression,Perk,,,"Pot Shot V. Rifles deal 5% more damage, aim 5.8% faster, reload +3.4%, and weapons degrade 5% slower per shot (if durability is enabled).\nSniper books: +2.7% Find chance until complete."
perkDeadEyeRank6Desc,progression,Perk,,,Pot Shot VI
perkDeadEyeRank6LongDesc,progression,Perk,,,"Pot Shot VI. Rifles deal 6% more damage, aim 7.0% faster, reload +4.0%, and weapons degrade 6% slower per shot (if durability is enabled).\nSniper books: +2.9% Find chance until complete."
perkDeadEyeRank7Desc,progression,Perk,,,Pot Shot VII
perkDeadEyeRank7LongDesc,progression,Perk,,,"Pot Shot VII. Rifles deal 7% more damage, aim 8.2% faster, reload +4.6%, and weapons degrade 7% slower per shot (if durability is enabled).\nSniper books: +3.1% Find chance until complete."
perkDeadEyeRank8Desc,progression,Perk,,,Pot Shot VIII
perkDeadEyeRank8LongDesc,progression,Perk,,,"Pot Shot VIII. Rifles deal 8% more damage, aim 9.4% faster, reload +5.1%, and weapons degrade 8% slower per shot (if durability is enabled).\nSniper books: +3.3% Find chance until complete."
perkDeadEyeRank9Desc,progression,Perk,,,Pot Shot IX
perkDeadEyeRank9LongDesc,progression,Perk,,,"Pot Shot IX. Rifles deal 9% more damage, aim 10.6% faster, reload +5.7%, and weapons degrade 9% slower per shot (if durability is enabled).\nSniper books: +3.5% Find chance until complete."
perkDeadEyeRank10Desc,progression,Perk,,,Pot Shot X
perkDeadEyeRank10LongDesc,progression,Perk,,,"Pot Shot X. Rifles deal 10% more damage, aim 11.8% faster, reload +6.3%, and weapons degrade 10% slower per shot (if durability is enabled).\nSniper books: +3.7% Find chance until complete."
perkDeadEyeRank11Desc,progression,Perk,,,Rifleman I
perkDeadEyeRank11LongDesc,progression,Perk,,,"Rifleman I. Rifles deal 11% more damage, aim 13.0% faster, reload +6.9%, and weapons degrade 11% slower per shot (if durability is enabled).\nSniper books: +3.9% Find chance until complete."
perkDeadEyeRank12Desc,progression,Perk,,,Rifleman II
perkDeadEyeRank12LongDesc,progression,Perk,,,"Rifleman II. Rifles deal 12% more damage, aim 14.3% faster, reload +7.5%, and weapons degrade 12% slower per shot (if durability is enabled).\nSniper books: +4.1% Find chance until complete."
perkDeadEyeRank13Desc,progression,Perk,,,Rifleman III
perkDeadEyeRank13LongDesc,progression,Perk,,,"Rifleman III. Rifles deal 13% more damage, aim 15.5% faster, reload +8.1%, and weapons degrade 13% slower per shot (if durability is enabled).\nSniper books: +4.3% Find chance until complete."
perkDeadEyeRank14Desc,progression,Perk,,,Rifleman IV
perkDeadEyeRank14LongDesc,progression,Perk,,,"Rifleman IV. Rifles deal 14% more damage, aim 16.7% faster, reload +8.7%, and weapons degrade 14% slower per shot (if durability is enabled).\nSniper books: +4.5% Find chance until complete."
perkDeadEyeRank15Desc,progression,Perk,,,Rifleman V
perkDeadEyeRank15LongDesc,progression,Perk,,,"Rifleman V. Rifles deal 15% more damage, aim 17.9% faster, reload +9.3%, and weapons degrade 15% slower per shot (if durability is enabled).\nSniper books: +4.7% Find chance until complete."
perkDeadEyeRank16Desc,progression,Perk,,,Rifleman VI
perkDeadEyeRank16LongDesc,progression,Perk,,,"Rifleman VI. Rifles deal 16% more damage, aim 19.1% faster, reload +9.9%, and weapons degrade 16% slower per shot (if durability is enabled).\nSniper books: +4.9% Find chance until complete."
perkDeadEyeRank17Desc,progression,Perk,,,Rifleman VII
perkDeadEyeRank17LongDesc,progression,Perk,,,"Rifleman VII. Rifles deal 17% more damage, aim 20.3% faster, reload +10.5%, and weapons degrade 17% slower per shot (if durability is enabled).\nSniper books: +5.1% Find chance until complete."
perkDeadEyeRank18Desc,progression,Perk,,,Rifleman VIII
perkDeadEyeRank18LongDesc,progression,Perk,,,"Rifleman VIII. Rifles deal 18% more damage, aim 21.5% faster, reload +11.0%, and weapons degrade 18% slower per shot (if durability is enabled).\nSniper books: +5.3% Find chance until complete."
perkDeadEyeRank19Desc,progression,Perk,,,Rifleman IX
perkDeadEyeRank19LongDesc,progression,Perk,,,"Rifleman IX. Rifles deal 19% more damage, aim 22.7% faster, reload +11.6%, and weapons degrade 19% slower per shot (if durability is enabled).\nSniper books: +5.5% Find chance until complete."
perkDeadEyeRank20Desc,progression,Perk,,,Rifleman X
perkDeadEyeRank20LongDesc,progression,Perk,,,"Rifleman X. Rifles deal 20% more damage, aim 23.9% faster, reload +12.2%, and weapons degrade 20% slower per shot (if durability is enabled).\nSniper books: +5.7% Find chance until complete."
perkDeadEyeRank21Desc,progression,Perk,,,Marksman I
perkDeadEyeRank21LongDesc,progression,Perk,,,"Marksman I. Rifles deal 21% more damage, aim 25.1% faster, reload +12.8%, and weapons degrade 21% slower per shot (if durability is enabled).\nSniper books: +5.9% Find chance until complete."
perkDeadEyeRank22Desc,progression,Perk,,,Marksman II
perkDeadEyeRank22LongDesc,progression,Perk,,,"Marksman II. Rifles deal 22% more damage, aim 26.3% faster, reload +13.4%, and weapons degrade 22% slower per shot (if durability is enabled).\nSniper books: +6.1% Find chance until complete."
perkDeadEyeRank23Desc,progression,Perk,,,Marksman III
perkDeadEyeRank23LongDesc,progression,Perk,,,"Marksman III. Rifles deal 23% more damage, aim 27.6% faster, reload +14.0%, and weapons degrade 23% slower per shot (if durability is enabled).\nSniper books: +6.3% Find chance until complete."
perkDeadEyeRank24Desc,progression,Perk,,,Marksman IV
perkDeadEyeRank24LongDesc,progression,Perk,,,"Marksman IV. Rifles deal 24% more damage, aim 28.8% faster, reload +14.6%, and weapons degrade 24% slower per shot (if durability is enabled).\nSniper books: +6.5% Find chance until complete."
perkDeadEyeRank25Desc,progression,Perk,,,Marksman V
perkDeadEyeRank25LongDesc,progression,Perk,,,"Marksman V. Rifles deal 25% more damage, aim 30.0% faster, reload +15.2%, and weapons degrade 25% slower per shot (if durability is enabled).\nSniper books: +6.7% Find chance until complete."
perkDeadEyeRank26Desc,progression,Perk,,,Marksman VI
perkDeadEyeRank26LongDesc,progression,Perk,,,"Marksman VI. Rifles deal 26% more damage, aim 31.2% faster, reload +15.8%, and weapons degrade 26% slower per shot (if durability is enabled).\nSniper books: +6.9% Find chance until complete."
perkDeadEyeRank27Desc,progression,Perk,,,Marksman VII
perkDeadEyeRank27LongDesc,progression,Perk,,,"Marksman VII. Rifles deal 27% more damage, aim 32.4% faster, reload +16.3%, and weapons degrade 27% slower per shot (if durability is enabled).\nSniper books: +7.1% Find chance until complete."
perkDeadEyeRank28Desc,progression,Perk,,,Marksman VIII
perkDeadEyeRank28LongDesc,progression,Perk,,,"Marksman VIII. Rifles deal 28% more damage, aim 33.6% faster, reload +16.9%, and weapons degrade 28% slower per shot (if durability is enabled).\nSniper books: +7.3% Find chance until complete."
